Name,Price,Rating,Specification 1,Specification 2,Specification 3,Specification 4,Specification 5
"Apple iPhone 14 Plus - Unboxed (Purple, 512 GB)",109900.0,N/A,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 6 Plus (Space Grey, 64 GB)",48999.0,N/A,64 GB ROM,13.97 cm (5.5 inch) Retina HD Display,8MP Rear Camera | 1.2MP Front Camera,A8 Chip with 64-bit Architecture and M8 Motion Co-processor,1 Year Manufacturer Warranty
"Apple iPhone XR (Blue, 64 GB) (Includes EarPods, Power Adapter)",47900.0,N/A,64 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor,iOS 13 Compatible
"Apple iPhone 6 Plus (Silver, 128 GB)",48999.0,N/A,128 GB ROM,13.97 cm (5.5 inch) Retina HD Display,8MP Rear Camera | 1.2MP Front Camera,A8 Chip with 64-bit Architecture and M8 Motion Co-processor,1 Year Manufacturer Warranty
"Apple iPhone XS (Space Grey, 256 GB)",103900.0,N/A,256 GB ROM,14.73 cm (5.8 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,A12 Bionic Chip Processor,1 Year Limited Warranty for Products and Accessories
"Apple iPhone SE (Black, 128 GB) (Includes EarPods, Power Adapter)",44900.0,N/A,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,"Water and Dust Resistant (1 meter for Upto 30 minutes, IP67)"
"Apple iPhone SE 3rd Gen (Midnight, 256 GB)",64900.0,N/A,256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",Brand Warranty of 1 Year
"Apple iPhone 6s (Silver, 64 GB)",49999.0,N/A,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor,Brand Warranty of 1 Year
"Apple iPhone 12 Pro (Graphite, 256 GB)",119900.0,N/A,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield | Industry-leading IP68 Water Resistance
"Apple iPhone SE 3rd Gen - Unboxed (Product (Red), 64 GB)",49900.0,N/A,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",Brand Warranty of 1 Year
"Apple iPhone 14 Pro (Gold, 1 TB)",169900.0,N/A,1 TB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 14 Pro - Unboxed (Deep Purple, 256 GB)",129900.0,N/A,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone XS Max (Silver, 512 GB)",144900.0,N/A,512 GB ROM,16.51 cm (6.5 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,A12 Bionic Chip Processor,1 Year Limited Warranty for Products and Accessories
"Apple iPhone 7 (Rose Gold, 256 GB)",74400.0,N/A,256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
"Apple iPhone 6s (Gold, 16 GB)",41999.0,N/A,16 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor,Brand Warranty of 1 Year
"Apple iPhone 14 Pro Max (Silver, 512 GB)",157999.0,N/A,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone SE (Red, 128 GB)",44900.0,N/A,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,"Water and Dust Resistant (1 meter for Upto 30 minutes, IP67)"
"Apple iPhone 15 Pro - Unboxed (Natural Titanium, 128 GB)",134900.0,N/A,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A17 Pro Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 6s (Silver, 128 GB)",55999.0,N/A,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor,Brand Warranty of 1 Year
"Apple iPhone XR (Black, 64 GB)",47900.0,N/A,64 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor,"Water and Dust Resistant (1 meter for Upto 30 minutes, IP67)"
"Apple iPhone 6s (Silver, 16 GB)",41999.0,N/A,16 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor,Brand Warranty of 1 Year
"Apple iPhone 13 mini - Unboxed (Midnight, 256 GB)",74900.0,N/A,256 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 6s - Unboxed (Rose Gold, 32 GB)",119960.0,N/A,32 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,Apple A9 64-bit processor and M9 Motion Co-processor,Brand Warranty of 1 Year
"Apple iPhone 7 (Jet Black, 128 GB)",34900.0,N/A,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
"Apple iPhone 6s (Gold, 128 GB)",55999.0,N/A,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor,Brand Warranty of 1 Year
"Apple iPhone 13 Pro Max (Silver, 128 GB)",129900.0,N/A,128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone XS (Gold, 64 GB)",89900.0,N/A,64 GB ROM,14.73 cm (5.8 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,A12 Bionic Chip Processor,1 Year Limited Warranty for Products and Accessories
"Apple iPhone 13 Pro (Sierra Blue, 1 TB)",169900.0,N/A,1 TB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 11 Pro (Silver, 64 GB)",106600.0,N/A,64 GB ROM,14.73 cm (5.8 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 6s (Rose Gold, 32 GB)",29900.0,N/A,32 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,Apple A9 64-bit processor and M9 Motion Co-processor,Brand Warranty of 1 Year
"Apple iPhone 14 Pro (Silver, 512 GB)",149900.0,N/A,512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone XS Max (Silver, 64 GB)",109900.0,N/A,64 GB ROM,16.51 cm (6.5 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,A12 Bionic Chip Processor,iOS 13 Compatible
"Apple iPhone XR (Black, 128 GB) (Includes EarPods, Power Adapter)",52900.0,N/A,128 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor,iOS 13 Compatible
"Apple iPhone 12 Pro Max (Silver, 256 GB)",129900.0,N/A,256 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield | Industry-leading IP68 Water Resistance
"Apple iPhone 6 (Silver, 16 GB)",36990.0,N/A,16 GB ROM,11.94 cm (4.7 inch) Retina HD Display,8MP Rear Camera | 1.2MP Front Camera,Apple A8 64-bit processor and M8 Motion Co-processor,1 Year Manufacturer Warranty
"Apple iPhone 6s (Space Grey, 32 GB)",29900.0,N/A,32 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,Apple A9 64-bit processor and Embedded M9 Motion Co-processor,Brand Warranty of 1 Year
"Apple iPhone 11 Pro Max (Midnight Green, 512 GB)",150800.0,N/A,512 GB ROM,16.51 cm (6.5 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone XR (White, 128 GB) (Includes EarPods, Power Adapter)",52900.0,N/A,128 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor,iOS 13 Compatible
"Apple iPhone 13 mini ((PRODUCT)RED, 512 GB)",94900.0,N/A,512 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 6s Plus (Silver, 128 GB)",70000.0,N/A,128 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor,Brand Warranty of 1 Year
"Apple iPhone XS (Space Grey, 64 GB)",89900.0,N/A,64 GB ROM,14.73 cm (5.8 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,A12 Bionic Chip Processor,1 Year Limited Warranty for Products and Accessories
"Apple iPhone 6s Plus (Gold, 128 GB)",92000.0,N/A,128 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor,Brand Warranty of 1 Year
"Apple iPhone 13 Pro Max (Alpine Green, 128 GB)",129900.0,N/A,128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 12 mini (Green, 256 GB)",39999.0,N/A,256 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
"Apple iPhone 13 Pro Max (Sierra Blue, 1 TB)",179900.0,N/A,1 TB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 7 (Red, 128 GB)",34900.0,N/A,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
"Apple iPhone 6 (Gold, 64 GB)",62500.0,N/A,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,8MP Rear Camera | 1.2MP Front Camera,A8 Chip with 64-bit Architecture and M8 Motion Co-processor,1 Year Manufacturer Warranty
"Apple iPhone 8 Plus (PRODUCT)RED (Red, 64 GB)",49900.0,N/A,64 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor",Brand Warranty of 1 Year
"Apple iPhone 6s (Rose Gold, 16 GB)",31999.0,N/A,16 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor,Brand Warranty of 1 Year
"Apple IPhone 4 (Black, 8 GB)",22900.0,N/A,8 GB ROM,8.89 cm (3.5 inch) NA Display,5MP Rear Camera | 0.3MP Front Camera,1 Year Manufacturer Warranty,N/A
"Apple iPhone XS Max (Gold, 512 GB)",144900.0,N/A,512 GB ROM,16.51 cm (6.5 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,A12 Bionic Chip Processor,1 Year Limited Warranty for Products and Accessories
"Apple iPhone 6s Plus (Rose Gold, 16 GB)",49999.0,N/A,16 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor,Brand Warranty of 1 Year
"Apple iPhone 12 Pro Max (Pacific Blue, 512 GB)",149900.0,N/A,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield | Industry-leading IP68 Water Resistance
"Apple iPhone 6s (Gold, 32 GB)",29900.0,N/A,32 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,Apple A9 64-bit processor and Embedded M9 Motion Co-processor,Brand Warranty of 1 Year
"Apple iPhone XS Max (Silver, 256 GB)",124900.0,N/A,256 GB ROM,16.51 cm (6.5 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,A12 Bionic Chip Processor,iOS 13 Compatible
"Apple iPhone 7 Plus (PRODUCT) (Red, 256 GB)",85400.0,N/A,256 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
"Apple iPhone 11 Pro (Gold, 256 GB)",121300.0,N/A,256 GB ROM,14.73 cm (5.8 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 11 Pro (Midnight Green, 256 GB)",121300.0,N/A,256 GB ROM,14.73 cm (5.8 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 12 Pro Max (Graphite, 512 GB)",149900.0,N/A,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield | Industry-leading IP68 Water Resistance
"Apple iPhone 11 Pro Max (Space Grey, 64 GB)",117100.0,N/A,64 GB ROM,16.51 cm (6.5 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 13 Pro (Sierra Blue, 128 GB)",119900.0,N/A,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 6 (Silver, 128 GB)",71500.0,N/A,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,8MP Rear Camera | 1.2MP Front Camera,A8 Chip with 64-bit Architecture and M8 Motion Co-processor,1 Year Manufacturer Warranty
"Apple iPhone 7 Plus (Black, 128 GB)",42900.0,N/A,128 GB ROM,13.94 cm (5.488 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
"Apple IPhone 4 (White, 8 GB)",22900.0,N/A,8 GB ROM,8.89 cm (3.5 inch) NA Display,5MP Rear Camera | 0.3MP Front Camera,1 Year Manufacturer Warranty,N/A
"Apple iPhone XS (Silver, 512 GB)",134900.0,N/A,512 GB ROM,14.73 cm (5.8 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,A12 Bionic Chip Processor,1 Year Limited Warranty for Products and Accessories
"Apple iPhone 12 Pro Max (Gold, 128 GB)",119900.0,N/A,128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield | Industry-leading IP68 Water Resistance
"Apple iPhone 12 mini (Black, 256 GB)",39999.0,N/A,256 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
"Apple iPhone 13 mini (Pink, 256 GB)",74900.0,N/A,256 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 13 Pro Max (Graphite, 1 TB)",179900.0,N/A,1 TB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone XR (White, 256 GB) (Includes EarPods, Power Adapter)",91900.0,N/A,256 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor,Brand Warranty of 1 Year
"Apple iPhone 6 Plus (Space Grey, 128 GB)",80500.0,N/A,128 GB ROM,13.97 cm (5.5 inch) Retina HD Display,8MP Rear Camera | 1.2MP Front Camera,A8 Chip with 64-bit Architecture and M8 Motion Co-processor,1 Year Manufacturer Warranty
"Apple iPhone 14 Pro (Deep Purple, 256 GB)",129900.0,N/A,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 6 (Grey, 128 GB)",71500.0,N/A,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,8MP Rear Camera | 1.2MP Front Camera,Apple A8 64-bit processor and M8 Motion Co-processor,1 Year Manufacturer Warranty
"Apple iPhone 12 mini (Green, 128 GB)",29999.0,N/A,128 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
"Apple iPhone 12 Pro Max (Silver, 128 GB)",119900.0,N/A,128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield | Industry-leading IP68 Water Resistance
"Apple iPhone 14 Pro (Space Black, 256 GB)",129900.0,N/A,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 6 Plus (Gold, 64 GB)",71500.0,N/A,64 GB ROM,13.97 cm (5.5 inch) Retina HD Display,8MP Rear Camera | 1.2MP Front Camera,A8 Chip with 64-bit Architecture and M8 Motion Co-processor,1 Year Manufacturer Warranty
"Apple iPhone 12 mini (Red, 128 GB)",29999.0,N/A,128 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
"Apple iPhone 12 mini (White, 256 GB)",39999.0,N/A,256 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
"Apple iPhone 7 (Black, 128 GB)",34900.0,N/A,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
"Apple iPhone SE (White, 64 GB)",39900.0,N/A,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,"Water and Dust Resistant (1 meter for Upto 30 minutes, IP67)"
"Apple iPhone XR (Yellow, 128 GB)",52900.0,N/A,128 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor,"Water and Dust Resistant (1 meter for Upto 30 minutes, IP67)"
"Apple iPhone 14 Pro Max - Unboxed (Space Black, 1 TB)",184900.0,N/A,1 TB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 15 Pro Max - Unboxed (White Titanium, 512 GB)",179900.0,N/A,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A17 Pro Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 15 Pro - Unboxed (Natural Titanium, 512 GB)",164900.0,N/A,512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A17 Pro Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 15 Pro - Unboxed (Black Titanium, 512 GB)",164900.0,N/A,512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A17 Pro Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone SE 3rd Gen - Unboxed (Starlight, 128 GB)",54900.0,N/A,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",Brand Warranty of 1 Year
"Apple iPhone 15 Pro - Unboxed (Black Titanium, 1 TB)",184900.0,N/A,1 TB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A17 Pro Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 14 Pro Max - Unboxed (Gold, 256 GB)",144900.0,N/A,256 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 15 Plus - Unboxed (Black, 256 GB)",99900.0,N/A,256 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 14 Pro - Unboxed (Gold, 1 TB)",169900.0,N/A,1 TB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 15 - Unboxed (Blue, 256 GB)",89900.0,N/A,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone SE 3rd Gen - Unboxed (Midnight, 128 GB)",54900.0,N/A,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",Brand Warranty of 1 Year
"Apple iPhone 14 Pro - Unboxed (Space Black, 256 GB)",129900.0,N/A,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 14 Pro Max - Unboxed (Silver, 512 GB)",164900.0,N/A,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 14 Plus - Unboxed (Yellow, 512 GB)",109900.0,N/A,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 13 mini - Unboxed (Green, 512 GB)",94900.0,N/A,512 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 15 Pro - Unboxed (Blue Titanium, 128 GB)",134900.0,N/A,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A17 Pro Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone SE 3rd Gen - Unboxed (Starlight, 64 GB)",49900.0,N/A,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",Brand Warranty of 1 Year
"Apple iPhone 15 Plus - Unboxed (Yellow, 256 GB)",99900.0,N/A,256 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 14 Plus - Unboxed (Starlight, 512 GB)",109900.0,N/A,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 14 Plus - Unboxed (Midnight, 512 GB)",109900.0,N/A,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 14 Pro - Unboxed (Space Black, 1 TB)",169900.0,N/A,1 TB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 12 - Unboxed (Purple, 256 GB)",64900.0,N/A,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
"Apple iPhone 12 - Unboxed (Red, 128 GB)",54900.0,N/A,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
